,Method,Rejection Rate,Accuracy,Precision,Recall,F1-Score,AU-ARC
44,min,0.35000000000000003,0.8659429882622893,0.8767811157580193,0.7160939754797088,0.7650345456355689,0.7794663671959183
45,min,0.4,0.8655703222105364,0.8775331584841606,0.7165503084380276,0.7659360195023511,0.7794663671959183
46,min,0.45,0.8671255736337088,0.8862148753720364,0.7196915989546663,0.7706962104490228,0.7794663671959183
47,min,0.5,0.8677145479577788,0.8926598030133209,0.7281008104890072,0.7757221309428343,0.7794663671959183
48,min,0.55,0.8676695563488016,0.8974728601061035,0.722882420882415,0.7744568729079635,0.7794663671959183
49,min,0.6,0.8693532195611645,0.9044893117188927,0.7231253461603072,0.7764440377734693,0.7794663671959183
50,min,0.65,0.868546139977053,0.907269908780501,0.7153031327516345,0.7701682590463179,0.7794663671959183
51,min,0.7000000000000001,0.8669216061185469,0.9052834236178224,0.7149426303991975,0.7678853955879886,0.7794663671959183
52,min,0.75,0.8669114272602111,0.9104989358217007,0.7170741918931041,0.7706416048941728,0.7794663671959183
53,min,0.8,0.868655004301692,0.9125100566432293,0.7214263285176329,0.7732184967352084,0.7794663671959183
54,min,0.85,0.8673040152963671,0.9158398459354194,0.7109733646501741,0.7643892899228458,0.7794663671959183
55,min,0.9,0.8595183486238532,0.898210333593003,0.6827091197474233,0.735770220039686,0.7794663671959183
56,min,0.9500000000000001,0.8635321100917431,0.9182235621521336,0.6941791392811012,0.7509256755399486,0.7794663671959183
57,max,0.05,0.8658212560386473,0.8693285279992764,0.7124058871747947,0.7617395761681155,0.7785436693930954
58,max,0.1,0.8697730749617542,0.8733846703856717,0.7134886477285425,0.763977265856325,0.7785436693930954
59,max,0.15,0.8717689140851724,0.8748935004916868,0.7120710492944246,0.7625497627643547,0.7785436693930954
60,max,0.2,0.8721405521692362,0.8899836208501393,0.7119118929551876,0.7661020162513908,0.7785436693930954
61,max,0.25,0.8742542450665443,0.9009585065439991,0.7201917188597593,0.7746871357026326,0.7785436693930954
62,max,0.3,0.8731355515489264,0.8983270853826927,0.7008175139072125,0.7610778286146964,0.7785436693930954
63,max,0.35000000000000003,0.8722089842026299,0.7641892526079107,0.5884112317010819,0.6245491776812006,0.7785436693930954
64,max,0.4,0.869394779615642,0.7588618724937595,0.5701927609144419,0.6049363794378851,0.7785436693930954
65,max,0.45,0.8701501877346683,0.7569460317510569,0.5719194971249985,0.6077246468501835,0.7785436693930954
66,max,0.5,0.8682882055988986,0.6346046992342725,0.512411652013631,0.5187615511991835,0.7785436693930954
67,max,0.55,0.8679245283018868,0.6350790826388101,0.5027996664625043,0.5026425138773927,0.7785436693930954
68,max,0.6,0.8667718342176969,0.9170853621256163,0.6229565353164543,0.6578333702862379,0.7785436693930954
69,max,0.65,0.8651040812981479,0.672145584805854,0.6012622635454382,0.6286449097458454,0.7785436693930954
70,max,0.7000000000000001,0.8632887189292543,0.6710851876453587,0.5994036669815879,0.6270670470391188,0.7785436693930954
71,max,0.75,0.8561266636071593,0.6641240361406593,0.5865863912361193,0.6156657236208127,0.7785436693930954
72,max,0.8,0.8500143389733296,0.6591303514202607,0.5861888666888526,0.6139166278339038,0.7785436693930954
73,max,0.85,0.8489483747609943,0.6620126756384161,0.584646803103142,0.6136278865385011,0.7785436693930954
74,max,0.9,0.8480504587155964,0.8832292282153006,0.7891029190513517,0.8258773385204566,0.7785436693930954
75,max,0.9500000000000001,0.8612385321100917,0.8826713884577743,0.8407242247821958,0.8597427033176772,0.7785436693930954
