,Method,Rejection Rate,Accuracy,Precision,Recall,F1-Score,AU-ARC
42,min,0.25,0.7425742574257426,0.7674418604651163,0.673469387755102,0.717391304347826,0.7031261883513187
43,min,0.3,0.7553191489361702,0.7804878048780488,0.6956521739130435,0.735632183908046,0.7031261883513187
44,min,0.35000000000000003,0.7727272727272727,0.7804878048780488,0.7441860465116279,0.7619047619047619,0.7031261883513187
45,min,0.4,0.7654320987654321,0.7631578947368421,0.7435897435897436,0.7532467532467533,0.7031261883513187
46,min,0.45,0.7702702702702703,0.7941176470588235,0.7297297297297297,0.7605633802816901,0.7031261883513187
47,min,0.5,0.8059701492537313,0.8928571428571429,0.7142857142857143,0.7936507936507936,0.7031261883513187
48,min,0.55,0.819672131147541,0.9130434782608695,0.7,0.7924528301886793,0.7031261883513187
49,min,0.6,0.8148148148148148,0.9,0.6923076923076923,0.782608695652174,0.7031261883513187
50,min,0.65,0.7872340425531915,0.8947368421052632,0.68,0.7727272727272727,0.7031261883513187
51,min,0.7000000000000001,0.8048780487804879,0.9375,0.6818181818181818,0.7894736842105263,0.7031261883513187
52,min,0.75,0.7941176470588235,0.9230769230769231,0.6666666666666666,0.7741935483870968,0.7031261883513187
53,min,0.8,0.7777777777777778,0.9230769230769231,0.7058823529411765,0.8,0.7031261883513187
54,min,0.85,0.8571428571428571,0.9166666666666666,0.8461538461538461,0.88,0.7031261883513187
55,min,0.9,0.7857142857142857,0.875,0.7777777777777778,0.8235294117647058,0.7031261883513187
56,min,0.9500000000000001,0.8571428571428571,1.0,0.8571428571428571,0.9230769230769231,0.7031261883513187
57,max,0.05,0.7265625,0.7413793103448276,0.6825396825396826,0.7107438016528925,0.6900332164924802
58,max,0.1,0.7355371900826446,0.75,0.7,0.7241379310344828,0.6900332164924802
59,max,0.15,0.7368421052631579,0.7358490566037735,0.7090909090909091,0.7222222222222222,0.6900332164924802
60,max,0.2,0.7314814814814815,0.7254901960784313,0.7115384615384616,0.7184466019417476,0.6900332164924802
61,max,0.25,0.7524752475247525,0.75,0.7346938775510204,0.7422680412371134,0.6900332164924802
62,max,0.3,0.7553191489361702,0.7555555555555555,0.7391304347826086,0.7472527472527473,0.6900332164924802
63,max,0.35000000000000003,0.7613636363636364,0.7619047619047619,0.7441860465116279,0.7529411764705882,0.6900332164924802
64,max,0.4,0.7407407407407407,0.75,0.7317073170731707,0.7407407407407407,0.6900332164924802
65,max,0.45,0.7297297297297297,0.7631578947368421,0.725,0.7435897435897436,0.6900332164924802
66,max,0.5,0.7313432835820896,0.7714285714285715,0.7297297297297297,0.75,0.6900332164924802
67,max,0.55,0.7213114754098361,0.7941176470588235,0.7297297297297297,0.7605633802816901,0.6900332164924802
68,max,0.6,0.7222222222222222,0.7878787878787878,0.7647058823529411,0.7761194029850746,0.6900332164924802
69,max,0.65,0.7446808510638298,0.8387096774193549,0.7878787878787878,0.8125,0.6900332164924802
70,max,0.7000000000000001,0.7560975609756098,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6900332164924802
71,max,0.75,0.8235294117647058,0.8461538461538461,0.9166666666666666,0.88,0.6900332164924802
72,max,0.8,0.8518518518518519,0.8571428571428571,0.9473684210526315,0.9,0.6900332164924802
73,max,0.85,0.8571428571428571,0.8333333333333334,1.0,0.9090909090909091,0.6900332164924802
74,max,0.9,0.8571428571428571,0.8461538461538461,1.0,0.9166666666666666,0.6900332164924802
75,max,0.9500000000000001,0.8571428571428571,0.8571428571428571,1.0,0.9230769230769231,0.6900332164924802
